fecha	titular	fuente	categoria
2018-11-14 09:08:34-03	Trabajadores del Buenos Aires Design cortan la avenida Libertador por el cierre del centro comercial	Infobae.com	Nacional
2018-11-13 14:14:48-03	La boda del gobernador Gerardo Morales: tapas de revistas y una guerra judicial	Clarín.com	Nacional
2018-11-14 10:08:19-03	Cumbre del G20: qué calles estarán cortadas y cómo funcionará el transporte	iprofesional.com	Nacional
2018-11-14 02:02:13-03	Una fractura que confirma la candidatura de Cristina Kirchner	LA NACION (Argentina.)	Nacional
2018-11-14 09:03:06-03	Infierno grande: ola de divorcios en un pueblo tras viralizarse videos de una fiesta sexual	Diario El Día	Nacional
2018-11-14 10:18:26-03	Presupuesto 2019: vallaron el Congreso, en medio de protestas y cortes	LA NACION (Argentina.)	Nacional
2018-11-14 08:59:59-03	Por nuevas asambleas de aeronavegantes se viene otra jornada de demoras y cancelaciones	ANDigital	Nacional
2018-11-14 10:59:22-03	La próxima semana habrá paro total de transporte	Agencia Fe	Nacional
2018-11-14 10:54:08-03	Mauricio Macri y el pelo: se probó un producto contra la calvicie y mostró el video en Instagram	Clarín.com	Nacional
2018-11-14 06:59:09-03	Emilio Monzó no será candidato y se irá de Cambiemos en 2019	El Cronista	Destacadas
2018-11-14 02:02:13-03	Una fractura que confirma la candidatura de Cristina Kirchner	LA NACION (Argentina.)	Destacadas
2018-11-14 02:00:35-03	Cierra luego de 25 años el shopping Buenos Aires Design y peligran 700 puestos de trabajo	Infonews	Destacadas
2018-11-14 07:47:24-03	Qué calles estarán cortadas y cómo funcionarán los aeropuertos durante la cumbre del G20	Infobae.com	Destacadas
2018-11-14 10:26:39-03	Murió de vacaciones en Italia, la aerolínea perdió los papeles y su cuerpo está varado en Ezeiza	Clarín.com	Destacadas
2018-11-13 23:23:00-03	Mauricio Macri se probó productos para la calvicie y lo mostró en Instagram	LA NACION (Argentina.)	Destacadas
2018-11-14 07:11:37-03	La palabra clave que salvó a una niña en Estados Unidos de ser raptada por un hombre	Infobae.com	Destacadas
2018-11-14 08:15:22-03	Por el bono de fin de año, más empleados podrían pagar el Impuesto a las Ganancias	Infobae.com	Destacadas
2018-11-14 08:29:55-03	Cortes y movilizaciones en la Ciudad recalientan el debate por el Presupuesto	Ambito.com	Destacadas
2018-11-13 18:40:19-03	La Corte fijó una agenda de fallos clave que serán emitidos antes de fin de año	Télam	Destacadas
2018-11-14 10:44:00-03	Superclásico: River sacó a la venta más entradas para la final	Diario ElSol.com.ar Mendoza	Deportes
2018-11-14 08:05:41-03	Paulo Gazzaniga, el arquero sorpresa de Lionel Scaloni	Clarín.com	Deportes
2018-11-14 09:36:31-03	Maradona negó haber criticado a Messi, disparó otra vez contra Scaloni y también la ligó Solari	Ambito.com	Deportes
2018-11-13 20:35:46-03	La causa de la primera tarjeta verde	Olé	Deportes
2018-11-14 02:16:53-03	Ponzio y Scocco trabajan pensando en la revancha	Nuevo Diario de Santiago del Estero	Deportes
2018-11-14 10:23:17-03	La Selección, al Mundial: un regreso que se demoró 12 años y estuvo marcado por una lucha	Clarín.com	Deportes
2018-11-14 09:11:33-03	Copa Libertadores: cómo es la venta del remanente de entradas en River para la final con Boca	canchallena.com	Deportes
2018-11-14 09:38:42-03	Confirman el pase de Palacios	Olé	Deportes
2018-11-14 08:16:00-03	El video de Pablo Pérez que hizo estallar de bronca a los hinchas de Boca	TN	Deportes
2018-11-13 00:02:17-03	Los palos salvaron a Jorge Almirón en su debut en San Lorenzo contra Vélez	TN	Deportes
2018-11-14 09:42:55-03	Día Mundial de la Diabetes: todo lo que hay que saber sobre la enfermedad	Télam	Salud
2018-11-14 03:01:41-03	A los 6, 17, 45 y 65 años: cuál es la mejor actividad física según la edad	Infobae.com	Salud
2018-11-14 10:53:06-03	Médico argentino identificó nuevo gen que causa la muerte súbita	Chaco Dia Por Dia	Salud
2018-11-14 00:36:07-03	Cómo adelgazar en cada década de la vida	TN	Salud
2018-11-14 08:30:16-03	Dieta para la diabetes: qué alimentos consumir y cuáles evitar	Clarín.com	Salud
2018-11-14 07:52:30-03	En lo que va del año, Iosper invirtió 160.000.000 de pesos en sus 7.974 afiliados diabéticos	AIM Digital	Salud
2018-11-14 05:58:56-03	En Santiago, ya vacunaron al 80% de la población contra el sarampión	El Liberal Digital	Salud
2018-11-13 16:45:04-03	Comodoro Rivadavia: Profesionales chubutenses se capacitaron en diagnóstico de VIH, sífilis y hepatitis virales	Diario EL CHUBUT	Salud
2018-11-14 10:19:04-03	¿Un milagro? el tumor cerebra de una paciente desapareció antes de la cirugía	El Tribuno.com.ar	Salud
2018-11-13 15:53:00-03	Diabetes : este miércoles se realiza la jornada de prevención	Diario El 9 de Julio	Salud
2018-11-13 22:09:00-03	Cómo hacer para recuperar un mensaje de Whatsapp eliminado	El Tribuno.com.ar	Ciencia y Tecnologia
2018-11-14 08:08:32-03	Tres aplicaciones que debés evitar descargar en tu celular	Tiempo de San Juan	Ciencia y Tecnologia
2018-11-13 18:00:23-03	¿Cómo crear stickers para WhatsApp?	Parentesis	Ciencia y Tecnologia
2018-11-14 07:07:35-03	Un 'huracán' de materia oscura se aproxima a la Tierra	MDZ Online	Ciencia y Tecnologia
2018-11-13 16:20:47-03	Review – Moto e5 Play: Android Go para potenciar el rendimiento	Zoom Tecnológico Chile (Comunicado de prensa) (blog)	Ciencia y Tecnologia
2018-11-14 01:07:09-03	Fallo en Facebook expuso información de perfil a ladrones de datos	CNET en Español	Ciencia y Tecnologia
2018-11-14 10:40:00-03	La novedad que trae WhatsApp para agregar contactos	Diario ElSol.com.ar Mendoza	Ciencia y Tecnologia
2018-11-14 08:49:12-03	Las primeras lluvias en 500 años en Atacama arrasan con sus microbios: ¿es así en Marte?	CNN Chile	Ciencia y Tecnologia
2018-11-12 17:51:34-03	Proponen cómo sería una versión actual de la mítica Ferrari F40, ¿va o no va?	TN	Ciencia y Tecnologia
2018-11-14 01:11:05-03	¿Por qué se calientan los teléfonos Android?	TyN Magazine	Ciencia y Tecnologia
2018-11-14 09:35:09-03	Al fin lo dijo: Mauro Caiazza le preguntó a Jimena Barón si quería ser la novia y ella... ¡reaccionó así!	El Trece	Entretenimiento
2018-11-14 02:16:52-03	ShowMatch 2018: en una noche de besos y peleas, Gabo Usandivaras abandonó el "Bailando por un sueño"	LA NACION (Argentina.)	Entretenimiento
2018-11-14 09:34:27-03	Emotivos mensajes de Morena Rial y Facundo Ambrosioni, luego de que el padre del joven recuperara su libertad	Ciudad Magazine	Entretenimiento
2018-11-14 09:09:34-03	[FOTOS] Así luce el bajista de Queen a 21 años de haber dejado la banda	Ahoranoticias.cl	Entretenimiento
2018-11-14 10:08:35-03	Selfie al natural	Diario de Cuyo	Entretenimiento
2018-11-13 18:50:33-03	Santiago Bal expuso a Carmen Barbieri en vivo contándole por qué le fue infiel	TN	Entretenimiento
2018-11-13 17:47:04-03	Sofía "Jujuy" Jiménez reveló cómo conoció a Juan Martín Del Potro	DiarioShow	Entretenimiento
2018-11-14 07:38:12-03	El picante comentario de Mica Viciconte tras la separación de Nicole Neumann	MDZ Online	Entretenimiento
2018-11-23 20:52:58-03	El Decano pica en punta	Olé	Deportes
2018-11-13 22:29:27-03	La nueva foto de Nicolás Cabré que podría enojar a Laurita Fernández	Perfil.com	Entretenimiento
2018-11-13 20:33:51-03	Shell baja 2,7% la nafta desde mañana y el Gobierno cree que ya se alcanzó un precio de equilibrio	LA NACION (Argentina.)	Economia
2018-11-14 04:18:50-03	Las 8 razones que hicieron subir un dólar que el mercado ya ve más cerca de la banda superior	Infobae.com	Economia
2018-11-13 21:27:55-03	Inteligencia artificial: cómo afectará la cuarta revolución a empresas y trabajadores argentinos	Ambito.com	Economia
2018-11-13 20:14:35-03	Las expectativas económicas siguen en retroceso	Minutouno.com	Economia
2018-11-14 06:13:33-03	Importante avance para la producción de litio en Jujuy	MDZ Online	Economia
2018-11-14 06:10:12-03	La utilización de la capacidad instalada de la industria bajó a 61,1% en septiembre	El Liberal Digital	Economia
2018-11-13 07:15:53-03	Crece la dependencia brasileña de las exportaciones hacia China	El Cronista	Economia
2018-11-13 01:34:57-03	Más estaciones de servicio no aceptan tarjeta de crédito por lo que les cobran las emisoras	LA NACION (Argentina.)	Economia
2018-11-14 09:22:37-03	Con menos pesos en circulación, crece el uso del dinero electrónico	ChacoHoy (Comunicado de prensa)	Economia
2018-11-13 06:22:12-03	Al menos en YPF no habría más subas de combustible este año	El Liberal Digital	Economia
2018-11-14 07:11:37-03	La palabra clave que salvó a una niña en Estados Unidos de ser raptada por un hombre	Infobae.com	Internacional
2018-11-13 19:44:31-03	Abogada acribillada en Paraguay: buscan a los protagonistas de una misteriosa reunión previa al crimen	Clarín.com	Internacional
2018-11-13 12:25:45-03	Divorcio en malos términos: Trump ridiculiza a Macron y le pide que haga a Francia "grande de nuevo"	LA NACION (Argentina.)	Internacional
2018-11-14 10:06:40-03	"Nada nuevo": Corficolombiana sobre el testimonio de Pizano	Dinero.com	Internacional
2018-11-14 07:47:24-03	Qué calles estarán cortadas y cómo funcionarán los aeropuertos durante la cumbre del G20	Infobae.com	Internacional
2018-11-14 00:20:10-03	En medio del juicio del Chapo las dudas sobre el poder real y el liderazgo del cártel de Sinaloa crecen	Infobae.com	Internacional
2018-11-14 10:26:39-03	Murió de vacaciones en Italia, la aerolínea perdió los papeles y su cuerpo está varado en Ezeiza	Clarín.com	Internacional
2018-11-14 08:38:00-03	VIDEO: Un joven sirio ejecutó “por honor” a su hermana y conmociona al mundo	El Tribuno.com.ar	Internacional
2018-11-13 16:13:22-03	CNN demanda a Trump por revocar la credencial de su periodista	Perfil.com	Internacional
2018-11-14 10:26:21-03	Quién es Avigdor Lieberman, el renunciante ministro de Defensa de Israel	Clarín.com	Internacional
2018-11-14 11:15:09-03	Renunció Triaca y dejará mañana la secretaría de Trabajo	LA NACION (Argentina.)	Nacional
2018-11-14 11:07:34-03	Pichetto habló de las fugas en su bloque: "No me sorprenden y no son cuestionables"	LA NACION (Argentina.)	Nacional
2018-11-14 09:08:34-03	Trabajadores del Buenos Aires Design cortan la avenida Libertador por el cierre del centro comercial	Infobae.com	Nacional
2018-11-14 11:21:32-03	Dujovne: "Nuestro compromiso con la baja de impuestos es total, pero más con la estabilidad macroeconómica"	LA NACION (Argentina.)	Nacional
2018-11-14 12:06:26-03	Una guerra judicial complica la boda de Gerardo Morales	Cadena 3	Nacional
2018-11-14 11:24:05-03	Esposa descubrió orgía "pirata", viralizó el video y acabaron todos divorciados	Crónica	Nacional
2018-11-14 08:59:59-03	Por nuevas asambleas de aeronavegantes se viene otra jornada de demoras y cancelaciones	ANDigital	Nacional
2018-11-14 10:54:08-03	Mauricio Macri y el pelo: se probó un producto contra la calvicie y mostró el video en Instagram	Clarín.com	Nacional
2018-11-14 10:18:26-03	Presupuesto 2019: vallaron el Congreso, en medio de protestas y cortes	LA NACION (Argentina.)	Nacional
2018-11-14 08:55:10-03	Bahía Blanca: entregaron medallas borradas con corrector a chicos discapacitados	Minutouno.com	Nacional
2018-11-14 11:15:09-03	Renunció Triaca y dejará mañana la secretaría de Trabajo	LA NACION (Argentina.)	Destacadas
2018-11-14 11:07:34-03	Pichetto habló de las fugas en su bloque: "No me sorprenden y no son cuestionables"	LA NACION (Argentina.)	Destacadas
2018-11-14 12:15:30-03	Después de 25 años, cierra el shopping Buenos Aires Design	iprofesional.com	Destacadas
2018-11-14 11:21:32-03	Dujovne: "Nuestro compromiso con la baja de impuestos es total, pero más con la estabilidad macroeconómica"	LA NACION (Argentina.)	Destacadas
2018-11-14 10:26:39-03	Murió de vacaciones en Italia, la aerolínea perdió los papeles y su cuerpo está varado en Ezeiza	Clarín.com	Destacadas
2018-11-13 23:23:00-03	Mauricio Macri se probó productos para la calvicie y lo mostró en Instagram	LA NACION (Argentina.)	Destacadas
2018-11-14 09:24:31-03	Qué calles estarán cortadas y cómo funcionarán los aeropuertos durante la cumbre del G20	Infobae.com	Destacadas
2018-11-14 09:40:07-03	Aseguran que por el bono de fin de año más trabajadores pagarían Impuesto a las Ganancias	Ambito.com	Destacadas
2018-11-14 08:52:39-03	Buenos Aires: Internaron a un bebé de un año intoxicado con cocaína	Misiones OnLine	Destacadas
2018-11-14 10:45:17-03	La Oficina Anticorrupción apeló la falta de mérito de Cristina Kirchner	Télam	Destacadas
2018-11-14 11:00:41-03	Se cayó la página de la venta de entradas para la Superfinal: el enojo de los hinchas de River	TN	Deportes
2018-11-14 08:16:00-03	El video de Pablo Pérez que hizo estallar de bronca a los hinchas de Boca	TN	Deportes
2018-11-14 08:05:41-03	Paulo Gazzaniga, el arquero sorpresa de Lionel Scaloni	Clarín.com	Deportes
2018-11-14 07:12:22-03	"Si Messi no vuelve estamos al horno" y el detalle jamás contado de Sudáfrica 2010: las mejores frases de Maradona	Infobae.com	Deportes
2018-11-14 09:36:31-03	Maradona negó haber criticado a Messi, disparó otra vez contra Scaloni y también la ligó Solari	Ambito.com	Deportes
2018-11-13 20:35:46-03	La causa de la primera tarjeta verde	Olé	Deportes
2018-11-14 12:52:12-03	En España dan por hecho el pase de Palacios a Real Madrid: se iría en enero por más de 20 millones de euros	LA NACION (Argentina.)	Deportes
2018-11-14 10:23:17-03	La Selección, al Mundial: un regreso que se demoró 12 años y estuvo marcado por una lucha	Clarín.com	Deportes
2018-11-14 12:53:14-03	Se desubicó: Pico Mónaco y un comentario sexual que avergonzó a sus compañeros	La Voz del Interior	Deportes
2018-11-14 09:57:18-03	¿Bianchi se copa? ¡El mensaje que ilusiona a los hinchas de Boca!	TyC Sports	Deportes
2018-11-14 08:11:02-03	Se realizarán acciones por el Día Mundial de la Diabetes	EL LITORAL	Salud
2018-11-14 03:01:41-03	A los 6, 17, 45 y 65 años: cuál es la mejor actividad física según la edad	Infobae.com	Salud
2018-11-14 10:53:06-03	Médico argentino identificó nuevo gen que causa la muerte súbita	Chaco Dia Por Dia	Salud
2018-11-14 08:30:16-03	Dieta para la diabetes: qué alimentos consumir y cuáles evitar	Clarín.com	Salud
2018-11-14 00:36:07-03	Cómo adelgazar en cada década de la vida	TN	Salud
2018-11-14 07:52:30-03	En lo que va del año, Iosper invirtió 160.000.000 de pesos en sus 7.974 afiliados diabéticos	AIM Digital	Salud
2018-11-14 10:19:04-03	¿Un milagro? El tumor cerebral de una paciente desapareció antes de la cirugía	El Tribuno.com.ar	Salud
2018-11-14 05:58:56-03	En Santiago, ya vacunaron al 80% de la población contra el sarampión	El Liberal Digital	Salud
2018-11-14 11:55:33-03	Trágico final de una mujer que se sometió a tratamiento de belleza	Infobae.com	Salud
2018-11-13 14:38:00-03	Desde hoy y hasta el jueves, controles de glucemia y actividades por el Día Mundial de la Diabetes	La Opinion	Salud
2018-11-13 16:57:21-03	El truco de WhatsApp para saber qué decía un mensaje eliminado	Misiones OnLine	Ciencia y Tecnologia
2018-11-14 07:07:35-03	Un 'huracán' de materia oscura se aproxima a la Tierra	MDZ Online	Ciencia y Tecnologia
2018-11-14 10:40:00-03	La novedad que trae WhatsApp para agregar contactos	Diario ElSol.com.ar Mendoza	Ciencia y Tecnologia
2018-11-13 18:00:23-03	¿Cómo crear stickers para WhatsApp?	Parentesis	Ciencia y Tecnologia
2018-11-13 16:20:47-03	Review – Moto e5 Play: Android Go para potenciar el rendimiento	Zoom Tecnológico Chile (Comunicado de prensa) (blog)	Ciencia y Tecnologia
2018-11-14 08:08:32-03	Tres aplicaciones que debés evitar descargar en tu celular	Tiempo de San Juan	Ciencia y Tecnologia
2018-11-14 12:02:20-03	The Game Awards 2018 | Conoce a los 6 títulos nominados para "Juego del Año"	RPP	Ciencia y Tecnologia
2018-11-14 12:34:00-03	Qué te gusta y quiénes son tus amigos: la información revelada por un nuevo fallo de Facebook	El Observador	Ciencia y Tecnologia
2018-11-14 11:47:37-03	Primeras lluvias en 500 años en el Desierto de Atacama provocan devastación de especies microbianas	elciudadano.com	Ciencia y Tecnologia
2018-11-14 11:30:27-03	Los misterios del cráter Chicxulub, el sitio en México donde los científicos creen que comenzó el fin de los dinosaurios	Publimetro Chile	Ciencia y Tecnologia
2018-11-14 12:34:20-03	Lali Espósito y Pabllo Vittar, la drag queen brasileña, protagonistas de un jugado video	LA NACION (Argentina.)	Entretenimiento
2018-11-13 12:29:06-03	El llamativo apoyo de Paula Chaves a Flor Vigna, en medio del escándalo con Laurita Fernández y Nicolás Cabré	Infobae.com	Entretenimiento
2018-11-14 11:29:00-03	Murió la reina de la Vendimia más votada en una elección	Diario ElSol.com.ar Mendoza	Entretenimiento
2018-11-13 23:28:16-03	Mauro Caiazza le propuso a Jimena Barón en vivo que sea su novia… ¡y ella respondió con un tremendo beso!	Ciudad Magazine	Entretenimiento
2018-11-14 02:16:52-03	ShowMatch 2018: en una noche de besos y peleas, Gabo Usandivaras abandonó el "Bailando por un sueño"	LA NACION (Argentina.)	Entretenimiento
2018-11-14 11:57:34-03	La historia de John Deacon, ex bajista de Queen que se alejó hace 21 años de la banda	Radio Futuro	Entretenimiento
2018-11-14 11:13:38-03	La llamativa reacción de Nicole Neumann cuando le preguntaron si está "soltera y deprimida"	Ciudad Magazine	Entretenimiento
2018-11-14 11:14:11-03	Insólito debate en una foto de Wanda Nara: ¿su millonaria casa tiene humedad?	TN	Entretenimiento
2018-11-14 12:17:14-03	La reacción de Jujuy Jiménez cuando le contaron la "gran" fama de Juan Martín Del Potro	TN	Entretenimiento
2018-11-13 19:50:22-03	Después de 7 años, Santiago Bal asumió que engañó a Carmen Barbieri y ella lo justificó en vivo	La Voz del Interior	Entretenimiento
2018-11-14 11:42:30-03	El dólar saltó 24 centavos y volvió a romper la barrera de los $37	San Juan 8	Economia
2018-11-13 20:33:51-03	Shell baja 2,7% la nafta desde mañana y el Gobierno cree que ya se alcanzó un precio de equilibrio	LA NACION (Argentina.)	Economia
2018-11-13 21:27:55-03	Inteligencia artificial: cómo afectará la cuarta revolución a empresas y trabajadores argentinos	Ambito.com	Economia
2018-11-14 11:55:13-03	La bolsa porteña rebota y sube un 1,6% impulsada por acciones del sector financiero	Ambito.com	Economia
2018-11-14 01:03:00-03	Se inició la operación del proyecto Cauchari Olaroz	El Tribuno.com.ar	Economia
2018-11-13 14:45:10-03	Por problemas de rentabilidad, cada vez más estaciones de servicio no aceptan tarjeta de crédito	iprofesional.com	Economia
2018-11-14 06:10:12-03	La utilización de la capacidad instalada de la industria bajó a 61,1% en septiembre	El Liberal Digital	Economia
2018-11-14 12:15:30-03	Sorpresa: una petrolera bajó el precio de sus combustibles por la caída del crudo y del dólar	iprofesional.com	Economia
2018-11-14 09:58:39-03	Las expectativas económicas cayeron en octubre	Clarín.com	Economia
2018-11-14 09:22:37-03	Con menos pesos en circulación, crece el uso del dinero electrónico	ChacoHoy (Comunicado de prensa)	Economia
2018-11-14 00:20:10-03	En medio del juicio del Chapo las dudas sobre el poder real y el liderazgo del cártel de Sinaloa crecen	Infobae.com	Internacional
2018-11-13 17:26:41-03	La chica de 11 años que evitó ser secuestrada gracias a una palabra clave	LA NACION (Argentina.)	Internacional
2018-11-14 10:39:13-03	Odebrecht: conmoción en Colombia por la muerte de un testigo clave y de su hijo envenenado	Ambito.com	Internacional
2018-11-14 11:26:14-03	Diez disparos y ninguna pista: los detalles del crimen de la abogada argentina que defendía a narcos en Paraguay	Ambito.com	Internacional
2018-11-14 12:07:29-03	Murió de vacaciones en Italia, la aerolínea perdió los papeles y su cuerpo está varado en Ezeiza	Clarín.com	Internacional
2018-11-14 09:24:31-03	Qué calles estarán cortadas y cómo funcionarán los aeropuertos durante la cumbre del G20	Infobae.com	Internacional
2018-11-14 12:04:45-03	Tensión entre Trump y Macron	Diario Uno	Internacional
2018-11-14 12:13:34-03	Brexit: 10 claves para entender qué pasa con el Reino Unido y la Unión Europea	Clarín.com	Internacional
2018-11-13 10:35:44-03	El video que indigna al mundo: fusila a su hermana con un AK-47 por haber sido violada	Clarín.com	Internacional
2018-11-14 07:46:19-03	Amigos: cae 12 metros, pero lo salva su compañero	MDZ Online	Internacional
2018-11-14 16:29:37-03	Senado: el Presupuesto se votaría por la madrugada tras 15 horas de debate	LA NACION (Argentina.)	Nacional
2018-11-14 16:31:21-03	Se filmaron en una fiesta sexual, se viralizaron los videos y terminó en escándalo	Clarín.com	Nacional
2018-11-14 14:55:59-03	Dujovne aseguró que el gasto público bajará otro 10% "en términos reales" en 2019	Télam	Nacional
2018-11-14 13:52:10-03	Es oficial: Jorge Triaca deja Trabajo y mañana explicarán cómo será la transición	Clarín.com	Nacional
2018-11-14 16:02:56-03	El increíble relato del hombre que la policía llevó a una villa para que recuperara lo que le habían robado	Infobae.com	Nacional
